school_year,school_code,school_name,sid,grade_level,el_status,iep,ecodis,days_enrolled_at_school,days_absent_at_school,days_suspended_out_of_school,marking_period,course,final_grade_mark
2018,430,SCHOOL D,5986,9,Current EL,0,1,281,82,8,Fall,Math 9,A
2018,430,SCHOOL D,5713,9,Current EL,0,1,281,95,49,Fall,Math 9,D
2017,430,SCHOOL D,4130,9,Former EL,0,1,283,12,0,Fall,Math 9,B+
2017,430,SCHOOL D,13158,9,Former EL,0,1,283,2,0,Fall,Math 9,D
2017,430,SCHOOL D,14048,9,Former EL,0,1,283,7,0,Fall,Math 9,A-
2017,430,SCHOOL D,14997,9,Former EL,0,1,283,2,0,Fall,Math 9,C
2017,430,SCHOOL D,15308,9,Former EL,0,1,283,0,0,Fall,Math 9,B+
2017,430,SCHOOL D,19741,9,Former EL,0,1,78,3,0,Fall,Math 9,D
2017,430,SCHOOL D,21634,9,Former EL,0,1,283,5,0,Fall,Math 9,B
2018,430,SCHOOL D,22,9,Former EL,0,1,281,2,0,Fall,Math 9,D+
2018,430,SCHOOL D,964,9,Former EL,0,1,281,8,0,Fall,Math 9,A
2018,430,SCHOOL D,1243,9,Former EL,0,1,281,6,0,Fall,Math 9,B-
2018,430,SCHOOL D,2317,9,Former EL,0,1,281,14,0,Fall,Math 9,F
2018,430,SCHOOL D,7010,9,Former EL,0,1,281,15,0,Fall,Math 9,B+
2018,430,SCHOOL D,8001,9,Former EL,0,1,281,24,0,Fall,Math 9,C
2018,430,SCHOOL D,9187,9,Former EL,0,1,281,2,0,Fall,Math 9,D-
2018,430,SCHOOL D,9343,9,Former EL,0,1,239,6,0,Fall,Math 9,F
2018,430,SCHOOL D,9600,9,Former EL,0,1,281,7,0,Fall,Math 9,C
2018,430,SCHOOL D,13107,9,Former EL,0,1,204,2,0,Fall,Math 9,A-
2018,430,SCHOOL D,16789,9,Former EL,0,1,281,33,0,Fall,Math 9,A+
2018,430,SCHOOL D,16905,9,Former EL,0,1,281,11,0,Fall,Math 9,D-
2018,430,SCHOOL D,17315,9,Former EL,0,1,281,8,0,Fall,Math 9,B
2017,430,SCHOOL D,17890,9,Former EL,1,1,78,33,1,Fall,Math 9,D
2018,430,SCHOOL D,17779,9,Former EL,0,1,281,51,1,Fall,Math 9,A
2018,430,SCHOOL D,18350,9,Former EL,0,1,281,37,1,Fall,Math 9,C-
2017,430,SCHOOL D,20719,9,Former EL,0,1,283,44,2,Fall,Math 9,A+
2017,430,SCHOOL D,10857,9,Former EL,0,1,283,90,4,Fall,Math 9,B+
2017,430,SCHOOL D,21375,9,Former EL,0,1,283,67,4,Fall,Math 9,A-
2017,430,SCHOOL D,2598,9,Never EL,0,1,283,4,0,Fall,Math 9,C
2017,430,SCHOOL D,3196,9,Never EL,0,1,283,7,0,Fall,Math 9,B+
2017,430,SCHOOL D,4128,9,Never EL,0,1,283,0,0,Fall,Math 9,C
2017,430,SCHOOL D,4875,9,Never EL,1,1,283,4,0,Fall,Math 9,C+
2017,430,SCHOOL D,14058,9,Never EL,0,1,283,2,0,Fall,Math 9,A
2017,430,SCHOOL D,14806,9,Never EL,0,1,283,4,0,Fall,Math 9,C
2017,430,SCHOOL D,14830,9,Never EL,0,1,342,9,0,Fall,Math 9,F
2017,430,SCHOOL D,15285,9,Never EL,0,1,283,9,0,Fall,Math 9,C-
2017,430,SCHOOL D,15689,9,Never EL,0,1,283,8,0,Fall,Math 9,B+
2017,430,SCHOOL D,16048,9,Never EL,0,1,283,5,0,Fall,Math 9,B-
2017,430,SCHOOL D,16867,9,Never EL,0,1,283,7,0,Fall,Math 9,C
2017,430,SCHOOL D,17380,9,Never EL,1,1,26,4,0,Fall,Math 9,I
2017,430,SCHOOL D,17561,9,Never EL,0,1,253,7,0,Fall,Math 9,A-
2017,430,SCHOOL D,17732,9,Never EL,0,1,86,0,0,Fall,Math 9,D+
2017,430,SCHOOL D,17841,9,Never EL,0,1,53,1,0,Fall,Math 9,D
2017,430,SCHOOL D,18326,9,Never EL,0,1,247,8,0,Fall,Math 9,F
2017,430,SCHOOL D,18968,9,Never EL,0,1,283,17,0,Fall,Math 9,A
2017,430,SCHOOL D,19675,9,Never EL,0,1,283,10,0,Fall,Math 9,B
2017,430,SCHOOL D,20197,9,Never EL,1,1,283,23,0,Fall,Math 9,B
2017,430,SCHOOL D,20939,9,Never EL,0,1,283,1,0,Fall,Math 9,A
2018,430,SCHOOL D,717,9,Never EL,0,1,166,17,0,Fall,Math 9,C-
2018,430,SCHOOL D,1534,9,Never EL,0,1,281,9,0,Fall,Math 9,A
2018,430,SCHOOL D,1716,9,Never EL,0,1,281,4,0,Fall,Math 9,C
2018,430,SCHOOL D,2741,9,Never EL,0,1,281,6,0,Fall,Math 9,A+
2018,430,SCHOOL D,2789,9,Never EL,0,1,281,20,0,Fall,Math 9,A
2018,430,SCHOOL D,3130,9,Never EL,0,1,281,1,0,Fall,Math 9,C+
2018,430,SCHOOL D,3945,9,Never EL,0,1,281,1,0,Fall,Math 9,A-
2018,430,SCHOOL D,4691,9,Never EL,0,1,281,0,0,Fall,Math 9,D+
2018,430,SCHOOL D,4897,9,Never EL,0,1,281,6,0,Fall,Math 9,B-
2018,430,SCHOOL D,4978,9,Never EL,1,1,281,6,0,Fall,Math 9,F
2018,430,SCHOOL D,5030,9,Never EL,0,1,281,5,0,Fall,Math 9,C
2018,430,SCHOOL D,5237,9,Never EL,0,1,281,1,0,Fall,Math 9,C-
2018,430,SCHOOL D,5468,9,Never EL,0,1,281,16,0,Fall,Math 9,A
2018,430,SCHOOL D,5567,9,Never EL,0,1,281,4,0,Fall,Math 9,B
2018,430,SCHOOL D,5781,9,Never EL,1,1,281,1,0,Fall,Math 9,F
2018,430,SCHOOL D,5804,9,Never EL,0,1,281,0,0,Fall,Math 9,A-
2018,430,SCHOOL D,5957,9,Never EL,0,1,281,9,0,Fall,Math 9,A
2018,430,SCHOOL D,6165,9,Never EL,1,1,281,4,0,Fall,Math 9,A+
2018,430,SCHOOL D,6370,9,Never EL,0,1,281,1,0,Fall,Math 9,B-
2018,430,SCHOOL D,6632,9,Never EL,0,1,281,0,0,Fall,Math 9,A-
2018,430,SCHOOL D,7200,9,Never EL,0,1,281,7,0,Fall,Math 9,C
2018,430,SCHOOL D,7926,9,Never EL,1,1,281,8,0,Fall,Math 9,C
2018,430,SCHOOL D,7997,9,Never EL,0,1,281,8,0,Fall,Math 9,C
2018,430,SCHOOL D,8693,9,Never EL,1,1,281,18,0,Fall,Math 9,B-
2018,430,SCHOOL D,8808,9,Never EL,0,1,281,4,0,Fall,Math 9,D
2018,430,SCHOOL D,9091,9,Never EL,0,1,108,1,0,Fall,Math 9,D
2018,430,SCHOOL D,9208,9,Never EL,0,1,281,23,0,Fall,Math 9,C
2018,430,SCHOOL D,9421,9,Never EL,0,1,281,19,0,Fall,Math 9,A
2018,430,SCHOOL D,9561,9,Never EL,0,1,281,2,0,Fall,Math 9,A
2018,430,SCHOOL D,9732,9,Never EL,0,1,166,38,0,Fall,Math 9,F
2018,430,SCHOOL D,10464,9,Never EL,0,1,281,7,0,Fall,Math 9,C
2018,430,SCHOOL D,10599,9,Never EL,0,1,281,3,0,Fall,Math 9,B+
2018,430,SCHOOL D,10853,9,Never EL,0,1,281,4,0,Fall,Math 9,B
2018,430,SCHOOL D,11486,9,Never EL,1,1,281,8,0,Fall,Math 9,A
2018,430,SCHOOL D,11847,9,Never EL,0,1,281,0,0,Fall,Math 9,D+
2018,430,SCHOOL D,11929,9,Never EL,0,1,281,2,0,Fall,Math 9,A-
2018,430,SCHOOL D,12709,9,Never EL,0,1,35,9,0,Fall,Math 9,A
2018,430,SCHOOL D,12790,9,Never EL,0,1,281,6,0,Fall,Math 9,A
2018,430,SCHOOL D,13220,9,Never EL,0,1,281,5,0,Fall,Math 9,C
2018,430,SCHOOL D,13638,9,Never EL,0,1,11,9,0,Fall,Math 9,C
2018,430,SCHOOL D,14279,9,Never EL,0,1,281,20,0,Fall,Math 9,B+
2018,430,SCHOOL D,14622,9,Never EL,0,1,281,5,0,Fall,Math 9,D-
2018,430,SCHOOL D,14693,9,Never EL,0,1,281,4,0,Fall,Math 9,A-
2018,430,SCHOOL D,14949,9,Never EL,0,1,281,11,0,Fall,Math 9,A+
2018,430,SCHOOL D,15030,9,Never EL,0,1,281,17,0,Fall,Math 9,D
2018,430,SCHOOL D,15113,9,Never EL,0,1,281,6,0,Fall,Math 9,B-
2018,430,SCHOOL D,15542,9,Never EL,0,1,281,3,0,Fall,Math 9,B
2018,430,SCHOOL D,15618,9,Never EL,0,1,281,7,0,Fall,Math 9,B+
2018,430,SCHOOL D,16347,9,Never EL,0,1,281,9,0,Fall,Math 9,A
2018,430,SCHOOL D,16407,9,Never EL,0,1,281,0,0,Fall,Math 9,C
2018,430,SCHOOL D,16622,9,Never EL,0,1,281,16,0,Fall,Math 9,C+
2018,430,SCHOOL D,16728,9,Never EL,0,1,281,9,0,Fall,Math 9,C
2018,430,SCHOOL D,17282,9,Never EL,0,1,281,4,0,Fall,Math 9,B
2018,430,SCHOOL D,17318,9,Never EL,1,1,281,7,0,Fall,Math 9,C
2018,430,SCHOOL D,17592,9,Never EL,0,1,281,4,0,Fall,Math 9,A
2018,430,SCHOOL D,18244,9,Never EL,0,1,281,1,0,Fall,Math 9,F
2018,430,SCHOOL D,18513,9,Never EL,1,1,281,6,0,Fall,Math 9,C
2018,430,SCHOOL D,18996,9,Never EL,0,1,178,2,0,Fall,Math 9,C+
2018,430,SCHOOL D,19088,9,Never EL,0,1,281,8,0,Fall,Math 9,B
2018,430,SCHOOL D,19182,9,Never EL,0,1,281,36,0,Fall,Math 9,C-
2018,430,SCHOOL D,21165,9,Never EL,1,1,281,8,0,Fall,Math 9,A
2017,430,SCHOOL D,8700,9,Never EL,0,1,283,28,1,Fall,Math 9,B
2017,430,SCHOOL D,9192,9,Never EL,0,1,53,31,1,Fall,Math 9,C
2017,430,SCHOOL D,13963,9,Never EL,0,1,283,32,1,Fall,Math 9,B
2018,430,SCHOOL D,3774,9,Never EL,1,1,281,56,1,Fall,Math 9,C
2018,430,SCHOOL D,9413,9,Never EL,0,1,281,35,1,Fall,Math 9,C
2018,430,SCHOOL D,11719,9,Never EL,0,1,281,33,1,Fall,Math 9,D-
2018,430,SCHOOL D,15715,9,Never EL,0,1,281,31,1,Fall,Math 9,C+
2018,430,SCHOOL D,21106,9,Never EL,0,1,281,25,1,Fall,Math 9,C-
2017,430,SCHOOL D,9763,9,Never EL,0,1,283,51,2,Fall,Math 9,A
2017,430,SCHOOL D,15145,9,Never EL,0,1,283,42,2,Fall,Math 9,A
2017,430,SCHOOL D,17497,9,Never EL,0,1,283,29,2,Fall,Math 9,D-
2018,430,SCHOOL D,12616,9,Never EL,0,1,281,58,2,Fall,Math 9,B-
2018,430,SCHOOL D,20438,9,Never EL,0,1,281,54,2,Fall,Math 9,I
2017,430,SCHOOL D,1311,9,Never EL,0,1,283,56,3,Fall,Math 9,D
2017,430,SCHOOL D,7373,9,Never EL,0,1,283,74,3,Fall,Math 9,B+
2017,430,SCHOOL D,20706,9,Never EL,0,1,283,45,3,Fall,Math 9,F
2018,430,SCHOOL D,4588,9,Never EL,0,1,281,61,3,Fall,Math 9,C
2018,430,SCHOOL D,5901,9,Never EL,0,1,281,60,3,Fall,Math 9,A
2018,430,SCHOOL D,13448,9,Never EL,0,1,281,77,3,Fall,Math 9,B
2017,430,SCHOOL D,20313,9,Never EL,1,1,283,78,7,Fall,Math 9,F
2018,430,SCHOOL D,9921,9,Never EL,0,1,281,65,8,Fall,Math 9,C+
2018,430,SCHOOL D,5277,9,Never EL,0,1,281,99,16,Fall,Math 9,D
2017,440,SCHOOL E,171,9,Current EL,0,0,283,6,0,Fall,Math 9,F
2017,440,SCHOOL E,305,9,Current EL,0,0,283,6,0,Fall,Math 9,A
2017,440,SCHOOL E,406,9,Current EL,0,0,283,8,0,Fall,Math 9,B+
2017,440,SCHOOL E,572,9,Current EL,0,0,283,22,0,Fall,Math 9,D
2017,440,SCHOOL E,632,9,Current EL,1,0,283,7,0,Fall,Math 9,B-
2017,440,SCHOOL E,749,9,Current EL,0,0,283,5,0,Fall,Math 9,D
2017,440,SCHOOL E,824,9,Current EL,0,0,283,2,0,Fall,Math 9,D-
2017,440,SCHOOL E,1390,9,Current EL,1,0,283,19,0,Fall,Math 9,C
2017,440,SCHOOL E,1986,9,Current EL,1,0,191,4,0,Fall,Math 9,C-
2017,440,SCHOOL E,2468,9,Current EL,1,0,283,20,0,Fall,Math 9,A+
2017,440,SCHOOL E,2584,9,Current EL,0,0,283,8,0,Fall,Math 9,B
2017,440,SCHOOL E,2798,9,Current EL,0,0,283,7,0,Fall,Math 9,A
2017,440,SCHOOL E,3415,9,Current EL,0,0,283,17,0,Fall,Math 9,D+
2017,440,SCHOOL E,3538,9,Current EL,0,0,283,5,0,Fall,Math 9,B-
2017,440,SCHOOL E,3546,9,Current EL,1,0,44,1,0,Fall,Math 9,B+
2017,440,SCHOOL E,4066,9,Current EL,0,0,283,0,0,Fall,Math 9,B+
2017,440,SCHOOL E,4722,9,Current EL,0,0,283,4,0,Fall,Math 9,B
2017,440,SCHOOL E,4818,9,Current EL,0,0,283,3,0,Fall,Math 9,P
2017,440,SCHOOL E,4873,9,Current EL,0,0,283,6,0,Fall,Math 9,D-
2017,440,SCHOOL E,4979,9,Current EL,0,0,283,16,0,Fall,Math 9,D-
2017,440,SCHOOL E,5318,9,Current EL,1,0,283,7,0,Fall,Math 9,D+
2017,440,SCHOOL E,5724,9,Current EL,0,0,283,9,0,Fall,Math 9,P
2017,440,SCHOOL E,7369,9,Current EL,0,0,283,18,0,Fall,Math 9,C
2017,440,SCHOOL E,7724,9,Current EL,1,0,283,8,0,Fall,Math 9,A
2017,440,SCHOOL E,7847,9,Current EL,0,0,283,7,0,Fall,Math 9,A-
2017,440,SCHOOL E,13056,9,Current EL,0,0,283,1,0,Fall,Math 9,B-
2017,440,SCHOOL E,16184,9,Current EL,1,0,283,3,0,Fall,Math 9,P
2017,440,SCHOOL E,16638,9,Current EL,1,0,276,0,0,Fall,Math 9,D-
2017,440,SCHOOL E,16842,9,Current EL,1,0,283,23,0,Fall,Math 9,F
2017,440,SCHOOL E,16990,9,Current EL,1,0,283,12,0,Fall,Math 9,A
2017,440,SCHOOL E,17175,9,Current EL,1,0,283,7,0,Fall,Math 9,A-
2017,440,SCHOOL E,17267,9,Current EL,0,0,277,0,0,Fall,Math 9,A
2017,440,SCHOOL E,18067,9,Current EL,1,0,113,6,0,Fall,Math 9,B+
2017,440,SCHOOL E,18327,9,Current EL,0,0,283,15,0,Fall,Math 9,D-
2017,440,SCHOOL E,18609,9,Current EL,0,0,283,22,0,Fall,Math 9,B
2017,440,SCHOOL E,18700,9,Current EL,1,0,283,18,0,Fall,Math 9,D+
2017,440,SCHOOL E,18797,9,Current EL,1,0,220,17,0,Fall,Math 9,F
2017,440,SCHOOL E,19826,9,Current EL,0,0,283,9,0,Fall,Math 9,C-
2017,440,SCHOOL E,19947,9,Current EL,0,0,283,9,0,Fall,Math 9,B
2017,440,SCHOOL E,19985,9,Current EL,0,0,283,5,0,Fall,Math 9,C
2017,440,SCHOOL E,20157,9,Current EL,0,0,283,2,0,Fall,Math 9,B
2017,440,SCHOOL E,20317,9,Current EL,1,0,283,17,0,Fall,Math 9,D-
2017,440,SCHOOL E,20527,9,Current EL,1,0,283,11,0,Fall,Math 9,A
2017,440,SCHOOL E,20716,9,Current EL,0,0,283,2,0,Fall,Math 9,F
2017,440,SCHOOL E,20900,9,Current EL,0,0,283,0,0,Fall,Math 9,B
2017,440,SCHOOL E,20961,9,Current EL,1,0,283,8,0,Fall,Math 9,B+
2017,440,SCHOOL E,21016,9,Current EL,0,0,266,14,0,Fall,Math 9,D-
2017,440,SCHOOL E,21422,9,Current EL,0,0,283,5,0,Fall,Math 9,C-
2017,440,SCHOOL E,21550,9,Current EL,1,0,283,1,0,Fall,Math 9,C
2018,440,SCHOOL E,755,9,Current EL,1,0,281,2,0,Fall,Math 9,B+
2018,440,SCHOOL E,1293,9,Current EL,0,0,281,9,0,Fall,Math 9,C-
2018,440,SCHOOL E,1495,9,Current EL,0,0,281,24,0,Fall,Math 9,F
2018,440,SCHOOL E,1574,9,Current EL,0,0,281,7,0,Fall,Math 9,D-
2018,440,SCHOOL E,1630,9,Current EL,0,0,281,6,0,Fall,Math 9,A-
2018,440,SCHOOL E,1675,9,Current EL,0,0,281,20,0,Fall,Math 9,C-
2018,440,SCHOOL E,1731,9,Current EL,0,0,281,3,0,Fall,Math 9,B-
2018,440,SCHOOL E,1838,9,Current EL,0,0,281,32,0,Fall,Math 9,A-
2018,440,SCHOOL E,1974,9,Current EL,0,0,281,2,0,Fall,Math 9,A-
2018,440,SCHOOL E,2211,9,Current EL,0,0,281,9,0,Fall,Math 9,A-
2018,440,SCHOOL E,2291,9,Current EL,1,0,281,11,0,Fall,Math 9,P
2018,440,SCHOOL E,2466,9,Current EL,0,0,269,8,0,Fall,Math 9,D+
2018,440,SCHOOL E,2653,9,Current EL,0,0,281,23,0,Fall,Math 9,D
2018,440,SCHOOL E,4045,9,Current EL,0,0,281,16,0,Fall,Math 9,C
2018,440,SCHOOL E,4410,9,Current EL,0,0,281,7,0,Fall,Math 9,F
2018,440,SCHOOL E,5122,9,Current EL,0,0,281,4,0,Fall,Math 9,F
2018,440,SCHOOL E,5465,9,Current EL,0,0,281,3,0,Fall,Math 9,A+
2018,440,SCHOOL E,5630,9,Current EL,0,0,281,7,0,Fall,Math 9,D+
2018,440,SCHOOL E,5661,9,Current EL,1,0,281,9,0,Fall,Math 9,D-
2018,440,SCHOOL E,5792,9,Current EL,1,0,281,3,0,Fall,Math 9,A-
2018,440,SCHOOL E,5802,9,Current EL,0,0,281,0,0,Fall,Math 9,D-
2018,440,SCHOOL E,6041,9,Current EL,0,0,281,4,0,Fall,Math 9,D
2018,440,SCHOOL E,6052,9,Current EL,1,0,281,3,0,Fall,Math 9,C+
2018,440,SCHOOL E,6646,9,Current EL,0,0,281,0,0,Fall,Math 9,D+
2018,440,SCHOOL E,8075,9,Current EL,0,0,281,21,0,Fall,Math 9,D-
2018,440,SCHOOL E,8261,9,Current EL,0,0,281,17,0,Fall,Math 9,C+
2018,440,SCHOOL E,9665,9,Current EL,0,0,281,7,0,Fall,Math 9,A
2018,440,SCHOOL E,11025,9,Current EL,0,0,281,3,0,Fall,Math 9,F
2018,440,SCHOOL E,11306,9,Current EL,1,0,195,0,0,Fall,Math 9,F
2018,440,SCHOOL E,11422,9,Current EL,0,0,281,15,0,Fall,Math 9,I
2018,440,SCHOOL E,11684,9,Current EL,0,0,281,20,0,Fall,Math 9,B
2018,440,SCHOOL E,11845,9,Current EL,1,0,281,6,0,Fall,Math 9,D
2018,440,SCHOOL E,11848,9,Current EL,1,0,281,2,0,Fall,Math 9,D
2018,440,SCHOOL E,11998,9,Current EL,0,0,135,1,0,Fall,Math 9,D
2018,440,SCHOOL E,12587,9,Current EL,0,0,281,20,0,Fall,Math 9,A
2018,440,SCHOOL E,12743,9,Current EL,0,0,281,19,0,Fall,Math 9,C
2018,440,SCHOOL E,13195,9,Current EL,0,0,281,6,0,Fall,Math 9,F
2018,440,SCHOOL E,13839,9,Current EL,0,0,281,7,0,Fall,Math 9,B+
2018,440,SCHOOL E,15014,9,Current EL,0,0,281,18,0,Fall,Math 9,B-
2018,440,SCHOOL E,15146,9,Current EL,1,0,281,7,0,Fall,Math 9,A
2018,440,SCHOOL E,15434,9,Current EL,0,0,281,0,0,Fall,Math 9,D
2018,440,SCHOOL E,15533,9,Current EL,0,0,129,6,0,Fall,Math 9,C-
2018,440,SCHOOL E,15690,9,Current EL,0,0,281,11,0,Fall,Math 9,D
2018,440,SCHOOL E,16080,9,Current EL,0,0,281,7,0,Fall,Math 9,D-
2018,440,SCHOOL E,16454,9,Current EL,0,0,281,21,0,Fall,Math 9,B
2018,440,SCHOOL E,16507,9,Current EL,1,0,281,6,0,Fall,Math 9,P
2018,440,SCHOOL E,16761,9,Current EL,1,0,281,2,0,Fall,Math 9,P
2018,440,SCHOOL E,17020,9,Current EL,0,0,281,0,0,Fall,Math 9,C-
2018,440,SCHOOL E,19528,9,Current EL,0,0,281,16,0,Fall,Math 9,B
2018,440,SCHOOL E,19551,9,Current EL,0,0,251,5,0,Fall,Math 9,F
2018,440,SCHOOL E,19578,9,Current EL,1,0,281,0,0,Fall,Math 9,B-
2018,440,SCHOOL E,19682,9,Current EL,0,0,281,6,0,Fall,Math 9,C
2018,440,SCHOOL E,19760,9,Current EL,0,0,280,5,0,Fall,Math 9,A-
2018,440,SCHOOL E,19822,9,Current EL,0,0,281,14,0,Fall,Math 9,D-
2018,440,SCHOOL E,20132,9,Current EL,0,0,281,0,0,Fall,Math 9,D-
2018,440,SCHOOL E,20166,9,Current EL,0,0,281,5,0,Fall,Math 9,D+
2018,440,SCHOOL E,20655,9,Current EL,0,0,281,12,0,Fall,Math 9,F
2018,440,SCHOOL E,20926,9,Current EL,0,0,281,6,0,Fall,Math 9,F
2018,440,SCHOOL E,20932,9,Current EL,0,0,281,9,0,Fall,Math 9,C
2018,440,SCHOOL E,21680,9,Current EL,0,0,281,0,0,Fall,Math 9,C-
2018,440,SCHOOL E,13266,9,Current EL,0,0,281,27,1,Fall,Math 9,B
2018,440,SCHOOL E,14575,9,Current EL,0,0,182,35,1,Fall,Math 9,C+
2018,440,SCHOOL E,17801,9,Current EL,0,0,281,40,1,Fall,Math 9,B-
2018,440,SCHOOL E,17994,9,Current EL,0,0,232,19,1,Fall,Math 9,D-
2018,440,SCHOOL E,20871,9,Current EL,0,0,281,32,1,Fall,Math 9,F
2017,440,SCHOOL E,9772,9,Current EL,1,0,283,55,2,Fall,Math 9,A
2017,440,SCHOOL E,9981,9,Current EL,1,0,283,58,2,Fall,Math 9,B+
2017,440,SCHOOL E,13358,9,Current EL,1,0,283,78,2,Fall,Math 9,B
2017,440,SCHOOL E,13365,9,Current EL,0,0,251,61,2,Fall,Math 9,F
2017,440,SCHOOL E,14442,9,Current EL,0,0,283,37,2,Fall,Math 9,D-
2017,440,SCHOOL E,17330,9,Current EL,0,0,283,56,2,Fall,Math 9,B
2018,440,SCHOOL E,5029,9,Current EL,0,0,281,33,2,Fall,Math 9,D-
2018,440,SCHOOL E,5647,9,Current EL,0,0,281,33,2,Fall,Math 9,C
2018,440,SCHOOL E,6302,9,Current EL,0,0,281,28,2,Fall,Math 9,I
2018,440,SCHOOL E,8637,9,Current EL,0,0,281,50,2,Fall,Math 9,C+
2018,440,SCHOOL E,9006,9,Current EL,0,0,281,60,2,Fall,Math 9,A-
2018,440,SCHOOL E,11158,9,Current EL,0,0,281,34,2,Fall,Math 9,D
2018,440,SCHOOL E,11501,9,Current EL,0,0,281,36,2,Fall,Math 9,C
2018,440,SCHOOL E,15537,9,Current EL,1,0,281,34,2,Fall,Math 9,D-
2018,440,SCHOOL E,20632,9,Current EL,0,0,281,36,2,Fall,Math 9,B
2018,440,SCHOOL E,18879,9,Current EL,0,0,281,38,3,Fall,Math 9,D
2017,440,SCHOOL E,3380,9,Current EL,1,0,283,75,4,Fall,Math 9,B-
2017,440,SCHOOL E,11972,9,Current EL,1,0,283,84,5,Fall,Math 9,A
2018,440,SCHOOL E,14128,9,Current EL,0,0,281,89,5,Fall,Math 9,B+
2018,440,SCHOOL E,17201,9,Current EL,0,0,281,79,5,Fall,Math 9,D
2017,440,SCHOOL E,12571,9,Current EL,0,0,283,48,6,Fall,Math 9,D+
2017,440,SCHOOL E,17896,9,Current EL,0,0,283,65,8,Fall,Math 9,A+
2018,440,SCHOOL E,15433,9,Current EL,1,0,281,108,9,Fall,Math 9,B+
2017,440,SCHOOL E,11475,9,Current EL,1,0,283,93,13,Fall,Math 9,C+
2017,440,SCHOOL E,3277,9,Former EL,0,0,283,8,0,Fall,Math 9,D-
2017,440,SCHOOL E,5010,9,Former EL,1,0,283,6,0,Fall,Math 9,A-
2017,440,SCHOOL E,5386,9,Former EL,0,0,283,4,0,Fall,Math 9,B
2017,440,SCHOOL E,18062,9,Former EL,0,0,283,1,0,Fall,Math 9,B-
2018,440,SCHOOL E,595,9,Former EL,0,0,281,6,0,Fall,Math 9,D
2018,440,SCHOOL E,5382,9,Former EL,0,0,281,4,0,Fall,Math 9,C
2018,440,SCHOOL E,7100,9,Former EL,0,0,281,5,0,Fall,Math 9,F
2018,440,SCHOOL E,7169,9,Former EL,0,0,281,4,0,Fall,Math 9,D-
2018,440,SCHOOL E,7938,9,Former EL,0,0,281,23,0,Fall,Math 9,A-
2018,440,SCHOOL E,8023,9,Former EL,0,0,281,3,0,Fall,Math 9,D
2018,440,SCHOOL E,8184,9,Former EL,0,0,281,8,0,Fall,Math 9,B+
2018,440,SCHOOL E,8918,9,Former EL,0,0,281,9,0,Fall,Math 9,B
2018,440,SCHOOL E,10341,9,Former EL,0,0,281,3,0,Fall,Math 9,B+
2018,440,SCHOOL E,10481,9,Former EL,0,0,281,21,0,Fall,Math 9,D-
2018,440,SCHOOL E,7750,9,Former EL,0,0,281,99,5,Fall,Math 9,F
2017,440,SCHOOL E,271,9,Never EL,1,0,283,19,0,Fall,Math 9,D-
2017,440,SCHOOL E,494,9,Never EL,0,0,283,3,0,Fall,Math 9,F
2017,440,SCHOOL E,611,9,Never EL,0,0,283,1,0,Fall,Math 9,C
2017,440,SCHOOL E,687,9,Never EL,0,0,283,9,0,Fall,Math 9,B-
2017,440,SCHOOL E,900,9,Never EL,0,0,283,0,0,Fall,Math 9,B
2017,440,SCHOOL E,1208,9,Never EL,0,0,283,0,0,Fall,Math 9,A
2017,440,SCHOOL E,1369,9,Never EL,0,0,283,14,0,Fall,Math 9,B
2017,440,SCHOOL E,1765,9,Never EL,0,0,283,5,0,Fall,Math 9,C-
2017,440,SCHOOL E,1867,9,Never EL,0,0,283,2,0,Fall,Math 9,C
2017,440,SCHOOL E,1924,9,Never EL,0,0,283,2,0,Fall,Math 9,B
2017,440,SCHOOL E,2298,9,Never EL,0,0,283,8,0,Fall,Math 9,D
2017,440,SCHOOL E,2682,9,Never EL,0,0,283,24,0,Fall,Math 9,F
2017,440,SCHOOL E,2949,9,Never EL,0,0,283,5,0,Fall,Math 9,A
2017,440,SCHOOL E,3077,9,Never EL,1,0,283,13,0,Fall,Math 9,B+
2017,440,SCHOOL E,3760,9,Never EL,0,0,283,7,0,Fall,Math 9,A+
2017,440,SCHOOL E,3805,9,Never EL,0,0,283,1,0,Fall,Math 9,F
2017,440,SCHOOL E,3844,9,Never EL,0,0,283,2,0,Fall,Math 9,B
2017,440,SCHOOL E,3939,9,Never EL,1,0,283,2,0,Fall,Math 9,D+
2017,440,SCHOOL E,4054,9,Never EL,0,0,283,2,0,Fall,Math 9,C-
2017,440,SCHOOL E,4331,9,Never EL,0,0,283,18,0,Fall,Math 9,A
2017,440,SCHOOL E,4373,9,Never EL,0,0,283,6,0,Fall,Math 9,B
2017,440,SCHOOL E,4458,9,Never EL,0,0,283,6,0,Fall,Math 9,A-
2017,440,SCHOOL E,4527,9,Never EL,0,0,283,13,0,Fall,Math 9,B
2017,440,SCHOOL E,4933,9,Never EL,0,0,283,3,0,Fall,Math 9,A-
2017,440,SCHOOL E,5069,9,Never EL,0,0,283,6,0,Fall,Math 9,C-
2017,440,SCHOOL E,5655,9,Never EL,0,0,283,5,0,Fall,Math 9,D+
2017,440,SCHOOL E,5682,9,Never EL,0,0,283,3,0,Fall,Math 9,D-
2017,440,SCHOOL E,5946,9,Never EL,0,0,283,8,0,Fall,Math 9,F
2017,440,SCHOOL E,6060,9,Never EL,0,0,136,6,0,Fall,Math 9,C
