school_year,school_code,school_name,sid,grade_level,el_status,iep,ecodis,days_enrolled_at_school,days_absent_at_school,days_suspended_out_of_school,marking_period,course,final_grade_mark
2018,160,SCHOOL A,20586,9,Current EL,0,1,72,6,0,Fall,Math 9,D-
2017,410,SCHOOL B,339,9,Current EL,1,0,283,0,0,Fall,Math 9,F
2017,410,SCHOOL B,397,9,Current EL,0,0,283,4,0,Fall,Math 9,D-
2017,410,SCHOOL B,497,9,Current EL,0,0,279,19,0,Fall,Math 9,F
2017,410,SCHOOL B,646,9,Current EL,0,0,283,6,0,Fall,Math 9,D
2017,410,SCHOOL B,672,9,Current EL,0,0,283,3,0,Fall,Math 9,C
2017,410,SCHOOL B,720,9,Current EL,0,0,283,3,0,Fall,Math 9,B-
2017,410,SCHOOL B,837,9,Current EL,1,0,283,6,0,Fall,Math 9,B+
2017,410,SCHOOL B,1045,9,Current EL,0,0,283,2,0,Fall,Math 9,D
2017,410,SCHOOL B,1228,9,Current EL,1,0,283,15,0,Fall,Math 9,D-
2017,410,SCHOOL B,1669,9,Current EL,0,0,206,5,0,Fall,Math 9,F
2017,410,SCHOOL B,1827,9,Current EL,0,0,283,11,0,Fall,Math 9,B-
2017,410,SCHOOL B,1890,9,Current EL,0,0,283,3,0,Fall,Math 9,D-
2017,410,SCHOOL B,2059,9,Current EL,1,0,239,6,0,Fall,Math 9,D
2017,410,SCHOOL B,2360,9,Current EL,0,0,283,5,0,Fall,Math 9,F
2017,410,SCHOOL B,2414,9,Current EL,0,0,283,8,0,Fall,Math 9,F
2017,410,SCHOOL B,2480,9,Current EL,0,0,283,37,0,Fall,Math 9,A
2017,410,SCHOOL B,2486,9,Current EL,1,0,342,27,0,Fall,Math 9,D-
2017,410,SCHOOL B,3087,9,Current EL,0,0,283,4,0,Fall,Math 9,F
2017,410,SCHOOL B,3390,9,Current EL,0,0,283,3,0,Fall,Math 9,A+
2017,410,SCHOOL B,3732,9,Current EL,0,0,283,4,0,Fall,Math 9,A-
2017,410,SCHOOL B,3883,9,Current EL,0,0,94,17,0,Fall,Math 9,A+
2017,410,SCHOOL B,4212,9,Current EL,0,0,283,7,0,Fall,Math 9,D+
2017,410,SCHOOL B,4698,9,Current EL,0,0,283,36,0,Fall,Math 9,B
2017,410,SCHOOL B,4756,9,Current EL,0,0,283,6,0,Fall,Math 9,B
2017,410,SCHOOL B,4885,9,Current EL,0,0,283,5,0,Fall,Math 9,A
2017,410,SCHOOL B,4934,9,Current EL,0,0,283,13,0,Fall,Math 9,B
2017,410,SCHOOL B,5162,9,Current EL,0,0,283,3,0,Fall,Math 9,A
2017,410,SCHOOL B,5535,9,Current EL,1,0,283,6,0,Fall,Math 9,D-
2017,410,SCHOOL B,5756,9,Current EL,1,0,283,15,0,Fall,Math 9,F
2017,410,SCHOOL B,6120,9,Current EL,0,0,283,2,0,Fall,Math 9,B
2017,410,SCHOOL B,6312,9,Current EL,0,0,283,8,0,Fall,Math 9,C
2017,410,SCHOOL B,6429,9,Current EL,0,0,283,13,0,Fall,Math 9,B-
2017,410,SCHOOL B,6532,9,Current EL,1,0,283,0,0,Fall,Math 9,A-
2017,410,SCHOOL B,6612,9,Current EL,0,0,283,7,0,Fall,Math 9,F
2017,410,SCHOOL B,6705,9,Current EL,0,0,283,13,0,Fall,Math 9,F
2017,410,SCHOOL B,7141,9,Current EL,0,0,283,17,0,Fall,Math 9,C
2017,410,SCHOOL B,7146,9,Current EL,0,0,283,3,0,Fall,Math 9,B-
2017,410,SCHOOL B,7196,9,Current EL,0,0,283,7,0,Fall,Math 9,A-
2017,410,SCHOOL B,7583,9,Current EL,0,0,283,6,0,Fall,Math 9,D+
2017,410,SCHOOL B,8139,9,Current EL,1,0,283,4,0,Fall,Math 9,F
2017,410,SCHOOL B,8548,9,Current EL,1,0,283,11,0,Fall,Math 9,A+
2017,410,SCHOOL B,8698,9,Current EL,1,0,283,15,0,Fall,Math 9,B
2017,410,SCHOOL B,8726,9,Current EL,0,0,283,5,0,Fall,Math 9,D-
2017,410,SCHOOL B,8935,9,Current EL,0,0,218,5,0,Fall,Math 9,F
2017,410,SCHOOL B,9152,9,Current EL,0,0,283,2,0,Fall,Math 9,C
2017,410,SCHOOL B,9392,9,Current EL,0,0,283,12,0,Fall,Math 9,F
2017,410,SCHOOL B,9752,9,Current EL,0,0,283,18,0,Fall,Math 9,C
2017,410,SCHOOL B,10409,9,Current EL,0,0,283,3,0,Fall,Math 9,B
2017,410,SCHOOL B,10627,9,Current EL,0,0,283,9,0,Fall,Math 9,A
2017,410,SCHOOL B,10886,9,Current EL,0,0,283,9,0,Fall,Math 9,B
2017,410,SCHOOL B,11626,9,Current EL,0,0,283,0,0,Fall,Math 9,F
2017,410,SCHOOL B,11896,9,Current EL,0,0,283,13,0,Fall,Math 9,A-
2017,410,SCHOOL B,12380,9,Current EL,0,0,283,3,0,Fall,Math 9,F
2017,410,SCHOOL B,12992,9,Current EL,0,0,283,9,0,Fall,Math 9,B
2017,410,SCHOOL B,13044,9,Current EL,1,0,283,37,0,Fall,Math 9,C
2017,410,SCHOOL B,13173,9,Current EL,0,0,176,36,0,Fall,Math 9,F
2017,410,SCHOOL B,13226,9,Current EL,0,0,283,0,0,Fall,Math 9,B
2017,410,SCHOOL B,13633,9,Current EL,1,0,283,6,0,Fall,Math 9,C-
2017,410,SCHOOL B,13647,9,Current EL,0,0,283,2,0,Fall,Math 9,B+
2017,410,SCHOOL B,14488,9,Current EL,0,0,283,9,0,Fall,Math 9,B
2017,410,SCHOOL B,14869,9,Current EL,0,0,283,1,0,Fall,Math 9,D
2017,410,SCHOOL B,15302,9,Current EL,0,0,283,4,0,Fall,Math 9,C-
2017,410,SCHOOL B,15360,9,Current EL,0,0,283,5,0,Fall,Math 9,C+
2017,410,SCHOOL B,15607,9,Current EL,0,0,283,1,0,Fall,Math 9,A-
2017,410,SCHOOL B,15910,9,Current EL,0,0,283,9,0,Fall,Math 9,B
2017,410,SCHOOL B,16209,9,Current EL,0,0,153,30,0,Fall,Math 9,F
2017,410,SCHOOL B,16483,9,Current EL,0,0,283,6,0,Fall,Math 9,C
2017,410,SCHOOL B,16492,9,Current EL,0,0,283,1,0,Fall,Math 9,A-
2017,410,SCHOOL B,16831,9,Current EL,0,0,283,2,0,Fall,Math 9,I
2017,410,SCHOOL B,17774,9,Current EL,0,0,283,6,0,Fall,Math 9,D
2017,410,SCHOOL B,17916,9,Current EL,0,0,220,6,0,Fall,Math 9,F
2017,410,SCHOOL B,19089,9,Current EL,0,0,283,2,0,Fall,Math 9,A
2017,410,SCHOOL B,19119,9,Current EL,0,0,283,0,0,Fall,Math 9,B-
2017,410,SCHOOL B,19176,9,Current EL,0,0,283,2,0,Fall,Math 9,C+
2017,410,SCHOOL B,19345,9,Current EL,0,0,283,22,0,Fall,Math 9,D-
2017,410,SCHOOL B,19487,9,Current EL,1,0,283,24,0,Fall,Math 9,B-
2017,410,SCHOOL B,19636,9,Current EL,0,0,283,8,0,Fall,Math 9,C
2017,410,SCHOOL B,19775,9,Current EL,0,0,283,0,0,Fall,Math 9,C-
2017,410,SCHOOL B,20554,9,Current EL,1,0,281,5,0,Fall,Math 9,C
2017,410,SCHOOL B,20886,9,Current EL,0,0,283,19,0,Fall,Math 9,C
2017,410,SCHOOL B,21029,9,Current EL,0,0,283,32,0,Fall,Math 9,C
2017,410,SCHOOL B,21261,9,Current EL,1,0,283,7,0,Fall,Math 9,P
2017,410,SCHOOL B,21474,9,Current EL,1,0,283,1,0,Fall,Math 9,F
2017,410,SCHOOL B,21534,9,Current EL,0,0,283,5,0,Fall,Math 9,D-
2017,410,SCHOOL B,21622,9,Current EL,0,0,283,25,0,Fall,Math 9,A
2018,410,SCHOOL B,216,9,Current EL,1,0,93,8,0,Fall,Math 9,F
2018,410,SCHOOL B,465,9,Current EL,1,0,281,5,0,Fall,Math 9,F
2018,410,SCHOOL B,760,9,Current EL,0,0,281,3,0,Fall,Math 9,A-
2018,410,SCHOOL B,2883,9,Current EL,1,0,281,2,0,Fall,Math 9,D-
2018,410,SCHOOL B,3027,9,Current EL,0,0,281,5,0,Fall,Math 9,F
2018,410,SCHOOL B,3421,9,Current EL,1,0,281,8,0,Fall,Math 9,A-
2018,410,SCHOOL B,3874,9,Current EL,0,0,281,5,0,Fall,Math 9,A+
2018,410,SCHOOL B,4215,9,Current EL,0,0,281,1,0,Fall,Math 9,I
2018,410,SCHOOL B,4243,9,Current EL,0,0,281,2,0,Fall,Math 9,C
2018,410,SCHOOL B,6761,9,Current EL,1,0,281,20,0,Fall,Math 9,F
2018,410,SCHOOL B,6818,9,Current EL,0,0,136,5,0,Fall,Math 9,A+
2018,410,SCHOOL B,6949,9,Current EL,0,0,281,5,0,Fall,Math 9,F
2018,410,SCHOOL B,7406,9,Current EL,0,0,281,4,0,Fall,Math 9,C-
2018,410,SCHOOL B,9033,9,Current EL,0,0,281,7,0,Fall,Math 9,C
2018,410,SCHOOL B,9347,9,Current EL,0,0,281,6,0,Fall,Math 9,D-
2018,410,SCHOOL B,9417,9,Current EL,0,0,281,2,0,Fall,Math 9,A
2018,410,SCHOOL B,9999,9,Current EL,0,0,281,23,0,Fall,Math 9,A
2018,410,SCHOOL B,10204,9,Current EL,0,0,281,3,0,Fall,Math 9,A-
2018,410,SCHOOL B,10739,9,Current EL,0,0,128,22,0,Fall,Math 9,C
2018,410,SCHOOL B,12149,9,Current EL,0,0,281,0,0,Fall,Math 9,C+
2018,410,SCHOOL B,12581,9,Current EL,1,0,281,1,0,Fall,Math 9,C
2018,410,SCHOOL B,13245,9,Current EL,0,0,281,5,0,Fall,Math 9,F
2018,410,SCHOOL B,13588,9,Current EL,1,0,281,5,0,Fall,Math 9,C
2018,410,SCHOOL B,13984,9,Current EL,0,0,281,1,0,Fall,Math 9,C
2018,410,SCHOOL B,14038,9,Current EL,1,0,281,1,0,Fall,Math 9,B+
2018,410,SCHOOL B,14400,9,Current EL,1,0,281,22,0,Fall,Math 9,F
2018,410,SCHOOL B,15347,9,Current EL,0,0,281,1,0,Fall,Math 9,A-
2018,410,SCHOOL B,16954,9,Current EL,0,0,92,1,0,Fall,Math 9,F
2018,410,SCHOOL B,17057,9,Current EL,0,0,159,6,0,Fall,Math 9,B+
2018,410,SCHOOL B,17203,9,Current EL,1,0,281,6,0,Fall,Math 9,C-
2018,410,SCHOOL B,17502,9,Current EL,0,0,281,7,0,Fall,Math 9,D-
2018,410,SCHOOL B,17549,9,Current EL,1,0,281,24,0,Fall,Math 9,B
2018,410,SCHOOL B,17804,9,Current EL,0,0,281,8,0,Fall,Math 9,D
2018,410,SCHOOL B,19369,9,Current EL,0,0,281,8,0,Fall,Math 9,F
2018,410,SCHOOL B,20389,9,Current EL,0,0,213,7,0,Fall,Math 9,A-
2018,410,SCHOOL B,20534,9,Current EL,1,0,281,11,0,Fall,Math 9,B
2017,410,SCHOOL B,1133,9,Current EL,0,0,283,27,1,Fall,Math 9,B
2017,410,SCHOOL B,2406,9,Current EL,1,0,283,17,1,Fall,Math 9,B+
2017,410,SCHOOL B,19111,9,Current EL,0,0,283,30,1,Fall,Math 9,D
2018,410,SCHOOL B,1689,9,Current EL,0,0,281,45,1,Fall,Math 9,F
2018,410,SCHOOL B,6406,9,Current EL,0,0,281,57,1,Fall,Math 9,A
2018,410,SCHOOL B,7763,9,Current EL,0,0,145,20,1,Fall,Math 9,B-
2018,410,SCHOOL B,10193,9,Current EL,0,0,281,42,1,Fall,Math 9,C
2017,410,SCHOOL B,5512,9,Current EL,0,0,283,36,2,Fall,Math 9,C
2017,410,SCHOOL B,5707,9,Current EL,0,0,283,59,2,Fall,Math 9,F
2017,410,SCHOOL B,9315,9,Current EL,0,0,283,33,2,Fall,Math 9,F
2017,410,SCHOOL B,13889,9,Current EL,0,0,283,43,2,Fall,Math 9,B
2018,410,SCHOOL B,4723,9,Current EL,1,0,281,28,2,Fall,Math 9,F
2018,410,SCHOOL B,6320,9,Current EL,0,0,281,52,2,Fall,Math 9,C-
2018,410,SCHOOL B,8074,9,Current EL,0,0,281,77,2,Fall,Math 9,D
2018,410,SCHOOL B,10251,9,Current EL,0,0,281,52,2,Fall,Math 9,C
2018,410,SCHOOL B,12669,9,Current EL,0,0,281,33,2,Fall,Math 9,C-
2018,410,SCHOOL B,13806,9,Current EL,0,0,281,35,2,Fall,Math 9,A+
2018,410,SCHOOL B,14107,9,Current EL,0,0,281,56,2,Fall,Math 9,B
2018,410,SCHOOL B,20859,9,Current EL,0,0,281,28,2,Fall,Math 9,F
2018,410,SCHOOL B,1830,9,Current EL,0,0,281,58,3,Fall,Math 9,F
2018,410,SCHOOL B,15289,9,Current EL,1,0,281,60,3,Fall,Math 9,F
2018,410,SCHOOL B,15724,9,Current EL,0,0,281,57,5,Fall,Math 9,C
2018,410,SCHOOL B,21620,9,Current EL,0,0,281,76,5,Fall,Math 9,D-
2017,410,SCHOOL B,58,9,Current EL,0,0,283,97,8,Fall,Math 9,B-
2017,410,SCHOOL B,17059,9,Current EL,0,0,283,84,34,Fall,Math 9,D
2018,410,SCHOOL B,13405,9,Current EL,0,0,167,97,45,Fall,Math 9,F
2017,410,SCHOOL B,10659,9,Current EL,1,0,283,104,82,Fall,Math 9,D
2017,410,SCHOOL B,212,9,Former EL,0,0,283,0,0,Fall,Math 9,A-
2017,410,SCHOOL B,8905,9,Former EL,0,0,283,5,0,Fall,Math 9,D+
2017,410,SCHOOL B,8948,9,Former EL,0,0,283,2,0,Fall,Math 9,D
2017,410,SCHOOL B,11024,9,Former EL,0,0,283,23,0,Fall,Math 9,C-
2017,410,SCHOOL B,11591,9,Former EL,0,0,283,9,0,Fall,Math 9,B
2017,410,SCHOOL B,12137,9,Former EL,0,0,283,8,0,Fall,Math 9,A
2017,410,SCHOOL B,12253,9,Former EL,0,0,283,7,0,Fall,Math 9,C-
2017,410,SCHOOL B,12387,9,Former EL,0,0,283,7,0,Fall,Math 9,F
2017,410,SCHOOL B,14417,9,Former EL,0,0,283,3,0,Fall,Math 9,B+
2017,410,SCHOOL B,15730,9,Former EL,1,0,283,3,0,Fall,Math 9,A
2017,410,SCHOOL B,16753,9,Former EL,0,0,283,4,0,Fall,Math 9,D
2017,410,SCHOOL B,16794,9,Former EL,0,0,283,8,0,Fall,Math 9,C+
2017,410,SCHOOL B,16917,9,Former EL,1,0,283,7,0,Fall,Math 9,D
2017,410,SCHOOL B,18403,9,Former EL,1,0,283,10,0,Fall,Math 9,P
2017,410,SCHOOL B,19178,9,Former EL,0,0,283,0,0,Fall,Math 9,A+
2017,410,SCHOOL B,20594,9,Former EL,0,0,283,6,0,Fall,Math 9,B-
2017,410,SCHOOL B,20629,9,Former EL,0,0,283,6,0,Fall,Math 9,D-
2017,410,SCHOOL B,21484,9,Former EL,0,0,283,6,0,Fall,Math 9,F
2018,410,SCHOOL B,831,9,Former EL,0,0,281,1,0,Fall,Math 9,A+
2018,410,SCHOOL B,2218,9,Former EL,0,0,281,10,0,Fall,Math 9,D-
2017,410,SCHOOL B,3346,9,Former EL,0,0,283,71,3,Fall,Math 9,D+
2017,410,SCHOOL B,21524,9,Former EL,0,0,283,53,4,Fall,Math 9,A
2018,410,SCHOOL B,5896,9,Former EL,0,0,281,47,5,Fall,Math 9,A+
2018,410,SCHOOL B,6819,9,Former EL,0,0,281,76,9,Fall,Math 9,A
2017,410,SCHOOL B,613,9,Never EL,0,0,283,8,0,Fall,Math 9,A-
2017,410,SCHOOL B,826,9,Never EL,1,0,283,0,0,Fall,Math 9,A
2017,410,SCHOOL B,1264,9,Never EL,0,0,283,9,0,Fall,Math 9,B+
2017,410,SCHOOL B,1318,9,Never EL,0,0,283,5,0,Fall,Math 9,C+
2017,410,SCHOOL B,1659,9,Never EL,1,0,27,3,0,Fall,Math 9,F
2017,410,SCHOOL B,1887,9,Never EL,1,0,283,5,0,Fall,Math 9,B
2017,410,SCHOOL B,1905,9,Never EL,0,0,283,6,0,Fall,Math 9,A-
2017,410,SCHOOL B,2260,9,Never EL,0,0,283,3,0,Fall,Math 9,D-
2017,410,SCHOOL B,2334,9,Never EL,0,0,283,2,0,Fall,Math 9,C
2017,410,SCHOOL B,3144,9,Never EL,1,0,283,6,0,Fall,Math 9,F
2017,410,SCHOOL B,3203,9,Never EL,0,0,243,34,0,Fall,Math 9,F
2017,410,SCHOOL B,3540,9,Never EL,1,0,283,13,0,Fall,Math 9,A-
2017,410,SCHOOL B,4727,9,Never EL,0,0,283,7,0,Fall,Math 9,B
2017,410,SCHOOL B,5528,9,Never EL,0,0,283,5,0,Fall,Math 9,C-
2017,410,SCHOOL B,5774,9,Never EL,0,0,283,6,0,Fall,Math 9,P
2017,410,SCHOOL B,6167,9,Never EL,0,0,283,4,0,Fall,Math 9,B
2017,410,SCHOOL B,6810,9,Never EL,0,0,283,1,0,Fall,Math 9,B-
2017,410,SCHOOL B,6891,9,Never EL,0,0,283,2,0,Fall,Math 9,F
2017,410,SCHOOL B,7399,9,Never EL,0,0,283,24,0,Fall,Math 9,C+
2017,410,SCHOOL B,7804,9,Never EL,0,0,283,18,0,Fall,Math 9,D
2017,410,SCHOOL B,8058,9,Never EL,0,0,283,7,0,Fall,Math 9,F
2017,410,SCHOOL B,8154,9,Never EL,1,0,283,13,0,Fall,Math 9,B
2017,410,SCHOOL B,8187,9,Never EL,0,0,283,11,0,Fall,Math 9,B-
2017,410,SCHOOL B,8547,9,Never EL,1,0,283,8,0,Fall,Math 9,F
2017,410,SCHOOL B,8679,9,Never EL,1,0,283,15,0,Fall,Math 9,A+
2017,410,SCHOOL B,8728,9,Never EL,0,0,283,3,0,Fall,Math 9,C-
2017,410,SCHOOL B,8921,9,Never EL,0,0,283,6,0,Fall,Math 9,B-
2017,410,SCHOOL B,9071,9,Never EL,0,0,283,7,0,Fall,Math 9,B
2017,410,SCHOOL B,9099,9,Never EL,0,0,283,5,0,Fall,Math 9,F
2017,410,SCHOOL B,9219,9,Never EL,0,0,283,2,0,Fall,Math 9,D+
2017,410,SCHOOL B,9395,9,Never EL,0,0,73,0,0,Fall,Math 9,B
2017,410,SCHOOL B,9433,9,Never EL,0,0,283,0,0,Fall,Math 9,A
2017,410,SCHOOL B,9845,9,Never EL,0,0,283,8,0,Fall,Math 9,C
2017,410,SCHOOL B,10050,9,Never EL,0,0,283,6,0,Fall,Math 9,C
2017,410,SCHOOL B,10123,9,Never EL,1,0,283,2,0,Fall,Math 9,A+
2017,410,SCHOOL B,11804,9,Never EL,0,0,283,20,0,Fall,Math 9,C
2017,410,SCHOOL B,12151,9,Never EL,0,0,283,5,0,Fall,Math 9,C
2017,410,SCHOOL B,12454,9,Never EL,1,0,283,21,0,Fall,Math 9,F
2017,410,SCHOOL B,13038,9,Never EL,1,0,283,8,0,Fall,Math 9,A
2017,410,SCHOOL B,13059,9,Never EL,0,0,130,0,0,Fall,Math 9,C
2017,410,SCHOOL B,13061,9,Never EL,0,0,129,2,0,Fall,Math 9,F
2017,410,SCHOOL B,13728,9,Never EL,0,0,283,34,0,Fall,Math 9,A-
2017,410,SCHOOL B,13943,9,Never EL,0,0,283,13,0,Fall,Math 9,A-
2017,410,SCHOOL B,14074,9,Never EL,0,0,283,0,0,Fall,Math 9,A-
2017,410,SCHOOL B,14238,9,Never EL,0,0,283,19,0,Fall,Math 9,A-
2017,410,SCHOOL B,14295,9,Never EL,1,0,283,5,0,Fall,Math 9,C-
2017,410,SCHOOL B,14731,9,Never EL,0,0,283,8,0,Fall,Math 9,B-
2017,410,SCHOOL B,14853,9,Never EL,0,0,283,3,0,Fall,Math 9,A
2017,410,SCHOOL B,15060,9,Never EL,0,0,283,1,0,Fall,Math 9,D-
2017,410,SCHOOL B,15311,9,Never EL,0,0,283,0,0,Fall,Math 9,F
2017,410,SCHOOL B,15417,9,Never EL,1,0,283,8,0,Fall,Math 9,C
2017,410,SCHOOL B,15512,9,Never EL,0,0,283,19,0,Fall,Math 9,B-
2017,410,SCHOOL B,15639,9,Never EL,0,0,283,18,0,Fall,Math 9,B
2017,410,SCHOOL B,15880,9,Never EL,0,0,283,2,0,Fall,Math 9,C
2017,410,SCHOOL B,15975,9,Never EL,0,0,283,11,0,Fall,Math 9,B+
2017,410,SCHOOL B,16600,9,Never EL,0,0,283,14,0,Fall,Math 9,D-
2017,410,SCHOOL B,16852,9,Never EL,0,0,247,2,0,Fall,Math 9,F
2017,410,SCHOOL B,16885,9,Never EL,0,0,283,7,0,Fall,Math 9,C+
2017,410,SCHOOL B,16893,9,Never EL,1,0,283,3,0,Fall,Math 9,C
2017,410,SCHOOL B,16984,9,Never EL,0,0,283,0,0,Fall,Math 9,B
2017,410,SCHOOL B,17258,9,Never EL,0,0,283,6,0,Fall,Math 9,A+
2017,410,SCHOOL B,17479,9,Never EL,1,0,283,5,0,Fall,Math 9,A+
2017,410,SCHOOL B,17735,9,Never EL,0,0,283,24,0,Fall,Math 9,F
2017,410,SCHOOL B,17880,9,Never EL,0,0,283,7,0,Fall,Math 9,C
2017,410,SCHOOL B,17978,9,Never EL,0,0,283,6,0,Fall,Math 9,A
2017,410,SCHOOL B,18048,9,Never EL,0,0,283,7,0,Fall,Math 9,B
2017,410,SCHOOL B,18484,9,Never EL,0,0,283,8,0,Fall,Math 9,B
2017,410,SCHOOL B,18675,9,Never EL,1,0,283,3,0,Fall,Math 9,A
2017,410,SCHOOL B,18876,9,Never EL,1,0,283,4,0,Fall,Math 9,A
2017,410,SCHOOL B,18908,9,Never EL,1,0,283,21,0,Fall,Math 9,D
2017,410,SCHOOL B,19495,9,Never EL,0,0,283,2,0,Fall,Math 9,B
2017,410,SCHOOL B,19676,9,Never EL,0,0,188,1,0,Fall,Math 9,I
2017,410,SCHOOL B,20263,9,Never EL,0,0,283,9,0,Fall,Math 9,C+
2017,410,SCHOOL B,20383,9,Never EL,0,0,283,2,0,Fall,Math 9,A
2017,410,SCHOOL B,20446,9,Never EL,0,0,283,4,0,Fall,Math 9,C-
2017,410,SCHOOL B,20451,9,Never EL,1,0,283,3,0,Fall,Math 9,A+
2017,410,SCHOOL B,20835,9,Never EL,0,0,283,9,0,Fall,Math 9,B-
2017,410,SCHOOL B,21151,9,Never EL,0,0,283,5,0,Fall,Math 9,D-
2017,410,SCHOOL B,21272,9,Never EL,0,0,283,17,0,Fall,Math 9,C-
2017,410,SCHOOL B,21603,9,Never EL,0,0,283,4,0,Fall,Math 9,B+
2017,410,SCHOOL B,21650,9,Never EL,0,0,342,6,0,Fall,Math 9,B-
2017,410,SCHOOL B,21763,9,Never EL,0,0,283,1,0,Fall,Math 9,C
2018,410,SCHOOL B,179,9,Never EL,0,0,281,4,0,Fall,Math 9,C+
2018,410,SCHOOL B,7185,9,Never EL,1,0,19,0,0,Fall,Math 9,P
2018,410,SCHOOL B,8273,9,Never EL,1,0,182,3,0,Fall,Math 9,F
2018,410,SCHOOL B,11102,9,Never EL,1,0,281,2,0,Fall,Math 9,C+
2018,410,SCHOOL B,14347,9,Never EL,0,0,281,4,0,Fall,Math 9,D
2018,410,SCHOOL B,14432,9,Never EL,0,0,153,36,0,Fall,Math 9,C+
2018,410,SCHOOL B,14505,9,Never EL,0,0,281,2,0,Fall,Math 9,F
2018,410,SCHOOL B,14907,9,Never EL,0,0,281,4,0,Fall,Math 9,A
2018,410,SCHOOL B,15111,9,Never EL,0,0,281,0,0,Fall,Math 9,B
2018,410,SCHOOL B,16332,9,Never EL,1,0,281,9,0,Fall,Math 9,A
2018,410,SCHOOL B,16629,9,Never EL,0,0,281,23,0,Fall,Math 9,A+
2018,410,SCHOOL B,17064,9,Never EL,1,0,281,1,0,Fall,Math 9,A
2018,410,SCHOOL B,17506,9,Never EL,1,0,281,6,0,Fall,Math 9,A
2018,410,SCHOOL B,17790,9,Never EL,1,0,281,8,0,Fall,Math 9,B+
2018,410,SCHOOL B,17854,9,Never EL,0,0,281,11,0,Fall,Math 9,A
2018,410,SCHOOL B,18114,9,Never EL,0,0,281,1,0,Fall,Math 9,F
2018,410,SCHOOL B,18523,9,Never EL,0,0,281,9,0,Fall,Math 9,B+
2018,410,SCHOOL B,19222,9,Never EL,0,0,281,1,0,Fall,Math 9,F
2018,410,SCHOOL B,19899,9,Never EL,0,0,281,8,0,Fall,Math 9,C+
2018,410,SCHOOL B,20480,9,Never EL,1,0,281,4,0,Fall,Math 9,B
2018,410,SCHOOL B,20752,9,Never EL,1,0,281,9,0,Fall,Math 9,A
2018,410,SCHOOL B,20903,9,Never EL,0,0,281,3,0,Fall,Math 9,B
2018,410,SCHOOL B,21149,9,Never EL,0,0,135,25,0,Fall,Math 9,C+
2018,410,SCHOOL B,21548,9,Never EL,0,0,281,7,0,Fall,Math 9,B
2018,410,SCHOOL B,21769,9,Never EL,0,0,281,9,0,Fall,Math 9,A-
2018,410,SCHOOL B,4327,9,Never EL,0,0,281,79,3,Fall,Math 9,F
2017,410,SCHOOL B,4534,9,Never EL,0,0,283,84,4,Fall,Math 9,B-
2017,410,SCHOOL B,18290,9,Never EL,0,0,283,111,48,Fall,Math 9,A+
2018,410,SCHOOL B,11918,9,Never EL,1,0,281,75,53,Fall,Math 9,C
2017,410,SCHOOL B,432,9,Current EL,0,1,279,3,0,Fall,Math 9,F
2017,410,SCHOOL B,559,9,Current EL,0,1,213,5,0,Fall,Math 9,B
2017,410,SCHOOL B,3051,9,Current EL,0,1,283,18,0,Fall,Math 9,B
2017,410,SCHOOL B,3058,9,Current EL,0,1,16,5,0,Fall,Math 9,D-
2017,410,SCHOOL B,6961,9,Current EL,0,1,283,3,0,Fall,Math 9,F
2017,410,SCHOOL B,10475,9,Current EL,0,1,283,6,0,Fall,Math 9,A
2017,410,SCHOOL B,10559,9,Current EL,0,1,283,3,0,Fall,Math 9,F
2017,410,SCHOOL B,10737,9,Current EL,0,1,261,7,0,Fall,Math 9,C
2018,410,SCHOOL B,191,9,Current EL,0,1,281,3,0,Fall,Math 9,P
2018,410,SCHOOL B,204,9,Current EL,0,1,281,6,0,Fall,Math 9,A
2018,410,SCHOOL B,344,9,Current EL,0,1,281,16,0,Fall,Math 9,B-
2018,410,SCHOOL B,405,9,Current EL,0,1,237,2,0,Fall,Math 9,D+
2018,410,SCHOOL B,631,9,Current EL,0,1,281,0,0,Fall,Math 9,C-
2018,410,SCHOOL B,793,9,Current EL,0,1,281,22,0,Fall,Math 9,A
2018,410,SCHOOL B,1196,9,Current EL,1,1,281,2,0,Fall,Math 9,F
2018,410,SCHOOL B,1332,9,Current EL,0,1,224,25,0,Fall,Math 9,B+
2018,410,SCHOOL B,1657,9,Current EL,1,1,281,2,0,Fall,Math 9,C+
2018,410,SCHOOL B,1692,9,Current EL,0,1,281,8,0,Fall,Math 9,A+
2018,410,SCHOOL B,1829,9,Current EL,0,1,281,1,0,Fall,Math 9,F
2018,410,SCHOOL B,2059,9,Current EL,1,1,281,3,0,Fall,Math 9,A
2018,410,SCHOOL B,2130,9,Current EL,0,1,281,0,0,Fall,Math 9,F
2018,410,SCHOOL B,2187,9,Current EL,0,1,281,2,0,Fall,Math 9,B-
2018,410,SCHOOL B,2426,9,Current EL,0,1,281,13,0,Fall,Math 9,D
2018,410,SCHOOL B,2570,9,Current EL,0,1,281,4,0,Fall,Math 9,C-
2018,410,SCHOOL B,2585,9,Current EL,0,1,281,8,0,Fall,Math 9,D-
2018,410,SCHOOL B,3109,9,Current EL,0,1,281,5,0,Fall,Math 9,A+
2018,410,SCHOOL B,3267,9,Current EL,0,1,281,6,0,Fall,Math 9,C-
2018,410,SCHOOL B,3317,9,Current EL,1,1,281,4,0,Fall,Math 9,F
2018,410,SCHOOL B,3489,9,Current EL,1,1,281,0,0,Fall,Math 9,D
2018,410,SCHOOL B,3560,9,Current EL,0,1,281,23,0,Fall,Math 9,F
